阿拉丁信息科技运营部<!sp>VIP理财顾问<!sp>5k-10k<!sp>杭州<!sp>经验1-3年<!sp>'理财,海外,电话,销售,移民'<!sp>15:19<!sp>拉勾网<!sp>'五险一金,年终奖金,带薪降价,补贴'<!sp>''<!sp>杭州市市市 - 滨江区 - 西兴 - 星耀城1期1幢2302室
中国平安销售部<!sp>理财顾问<!sp>8K-16K<!sp>广州<!sp>经验3-5年<!sp>'理财,理财顾问,顾问,销售,客户代表,代理商'<!sp>2018-01-17<!sp>拉勾网<!sp>'代理人自主创业无资金亏损,无库存积压风险'<!sp>'服务意识,沟通表达能力,逻辑思维能力,专业素质良好'<!sp>广州 - 海珠区 - 新港 - 新港东路148号环球国际大厦
中国平安综合金融陕西分公司<!sp>理财顾问<!sp>5k-10k<!sp>西安<!sp>经验不限<!sp>'理财,理财顾问,顾问'<!sp>2018-01-04<!sp>拉勾网<!sp>'上班自由,收入上不封顶,发展前景广阔'<!sp>'领导能力,开拓精神,团队协作能力,服务意识'<!sp>西安 - 碑林区 - 高新路 - 南二环瑞鑫摩天城
陆羽股份公司理财部<!sp>理财顾问<!sp>8k-10k<!sp>上海<!sp>经验不限<!sp>'理财,金融'<!sp>2017-12-29<!sp>拉勾网<!sp>'节假日福利,周末双休,生日福利'<!sp>'沟通表达能力,团队协作能力,工作激情,思想品质,性格好,上进心'<!sp>上海 - 徐汇区 - 枫林路 - 小木桥路538弄
银来财富业务部<!sp>理财顾问<!sp>6k-12k<!sp>上海<!sp>经验不限<!sp>'理财,理财顾问,顾问'<!sp>2018-01-17<!sp>拉勾网<!sp>'更大平台,更高薪资,更广发展'<!sp>''<!sp>上海 - 徐汇区 - 交通大学 - 虹桥路611号，靠近番禺路路口
聚板网络投资二部<!sp>理财顾问<!sp>10k-20k<!sp>上海<!sp>经验1-3年<!sp>'理财,基金,银行,融资,理财顾问,私募'<!sp>2018-01-15<!sp>拉勾网<!sp>'地铁周边,领导好,氛围好,扁平管理'<!sp>'逻辑思维能力,人脉资源,团队协作能力,服务意识,主动性,沟通表达能力,专业素质良好'<!sp>上海 - 徐汇区 - 田林 - 漕宝路67号卡洛空间
中隆洪诚行政部<!sp>理财顾问<!sp>8K-12K<!sp>北京<!sp>经验不限<!sp>'理财,销售,顾问,快递,理财顾问'<!sp>2018-01-20<!sp>拉勾网<!sp>'待遇好,薪资高,上五险'<!sp>''<!sp>北京 - 朝阳区 - 大望路 - 延静西里2号华商大厦
分秒金融销售部<!sp>理财顾问<!sp>5k-8k<!sp>北京<!sp>经验不限<!sp>'理财,金融,基金,顾问,私募'<!sp>2018-01-08<!sp>拉勾网<!sp>'交通便利,五险一金,带薪休假,办公环境好'<!sp>''<!sp>北京 - 东城区 - 朝阳门 - 北京市东城区银河soho A座10723
善林金融财富管理部<!sp>理财顾问<!sp>6K-12K<!sp>广州<!sp>经验不限<!sp>'理财,理财顾问,顾问'<!sp>2018-01-01<!sp>拉勾网<!sp>'五险一金,周末双休,免费培训,晋升空间大'<!sp>'开拓精神,沟通表达能力,公关能力,执行能力,服务意识,学习能力,创新能力,文案能力'<!sp>广州 - 天河区 - 跑马场 - 珠江西路5号广州国际金融中心33层善林金融
香港康宏<!sp>理财顾问<!sp>6k-7k<!sp>深圳<!sp>经验1-3年<!sp>'理财,理财顾问,顾问'<!sp>1天前<!sp>拉勾网<!sp>'弹性工作,绩效奖金,专业培训'<!sp>'逻辑思维能力,开拓精神,服务意识,熟悉法律法规,专业素质良好,创新能力,学习能力,工作激情,性格好,沟通表达能力,团队协作能力,抗压能力'<!sp>深圳 - 福田区 - 华强北 - 华富路中航中心
银来财富<!sp>理财顾问<!sp>4k-8k<!sp>上海<!sp>经验1年以下<!sp>'理财,理财顾问,顾问'<!sp>2018-01-08<!sp>拉勾网<!sp>'更大平台,更透明晋升体系,更完善的培训'<!sp>'逻辑思维能力,沟通表达能力,团队协作能力,开拓精神,抗压能力,专业素质良好'<!sp>上海 - 徐汇区 - 交通大学 - 虹桥路611号
亿禾财富管理吧部<!sp>IFA独立理财顾问<!sp>3k-6k<!sp>大连<!sp>经验1年以下<!sp>'理财,金融,基金,银行,顾问,私募'<!sp>1天前<!sp>拉勾网<!sp>'金融,投资,理财'<!sp>'服务意识,沟通表达能力,学习能力,团队协作能力'<!sp>大连 - 沙河口区 - 太原街 - 会展路454号悦泰湾里22层
民贷天下投资理财组<!sp>VIP理财顾问<!sp>6k-12k<!sp>广州<!sp>经验不限<!sp>'理财,金融,海外,客服,会务,移民'<!sp>10:01<!sp>拉勾网<!sp>'双休,五险一金,福利齐全,团队氛围佳'<!sp>'服务意识,主动性,沟通表达能力,领导能力,思想品质,形象气质佳,责任心,常用办公软件的使用'<!sp>广州 - 越秀区 - 东风东 - 东风东路733号羊城同创汇印刷大楼6-7楼
