车和家信息安全部<!sp>高级WEB安全工程师<!sp>30k-50k<!sp>北京<!sp>经验3-5年<!sp>'逆向,web,网络安全,安全,web安全,信息安全'<!sp>2018-01-04<!sp>拉勾网<!sp>'团队氛围好,发展空间大'<!sp>'设计能力'<!sp>北京 - 朝阳区 - 望京 - 崔各庄东辛店339号
滴滴出行信息安全部<!sp>WEB安全工程师-信息安全<!sp>15k-30k<!sp>北京<!sp>经验3-5年<!sp>'专家,渗透测试,网络安全,信息安全,测试'<!sp>2017-12-28<!sp>拉勾网<!sp>'绩效奖金,股票期权'<!sp>'服务意识,设计能力'<!sp>北京 - 海淀区 - 西北旺 - 北京 - 海淀区 - 西北旺 - 文思海辉大厦
昊恒科技研发部<!sp>WEB安全研究员<!sp>5k-8k<!sp>广州<!sp>经验1-3年<!sp>'安全,web安全,信息安全,医疗健康,测试'<!sp>3天前<!sp>拉勾网<!sp>'团队愉快,福利优厚,弹性工作,五险一金'<!sp>'逻辑思维能力,文案能力,专业素质良好,思想品质,沟通表达能力,钻研能力'<!sp>广州市市市 - 越秀区 - 岭南 - 东风东路699号广东港澳中心802房
云屏科技安全实验室<!sp>Web安全工程师<!sp>8k-16k<!sp>杭州<!sp>经验3-5年<!sp>'病毒扫描,渗透测试,病毒分析,web安全,加密'<!sp>2天前<!sp>拉勾网<!sp>'年底双薪,股票期权'<!sp>'服务意识,领悟能力'<!sp>杭州 - 余杭区 - 仓前 - 文一西路1218号恒生科技园33幢
平安银行<!sp>WEB安全工程师<!sp>15k-30k<!sp>上海<!sp>经验1-3年<!sp>'逆向,安全测试,网络安全,信息安全'<!sp>3天前<!sp>拉勾网<!sp>'五险一金,免费三餐,过节费'<!sp>'设计能力,逻辑思维能力,服务意识'<!sp>上海 - 浦东新区 - 唐镇 - 上丰路1288号中国平安
邦得鼎盛技术部<!sp>Web安全攻防研究员<!sp>6k-12k<!sp>重庆<!sp>经验1-3年<!sp>'高级,逆向,信息安全'<!sp>2天前<!sp>拉勾网<!sp>'福利全,定期体检,定期旅游'<!sp>'领悟能力,常用办公软件的使用,文案能力,逻辑思维能力'<!sp>重庆 - 江北区 - 观音桥 - 建新南路1号中信大厦25-1
久远银海<!sp>web安全渗透工程师<!sp>11k-15k<!sp>成都<!sp>经验1-3年<!sp>'安全测试,渗透测试,网络安全,信息安全'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,周末双休,年终奖'<!sp>'服务意识,沟通表达能力,设计能力,团队协作能力,责任心'<!sp>成都 - 锦江区 - 三色路163号银海芯座A座25楼
盒子支付盒子支付<!sp>Web安全工程师（渗透方向）<!sp>15k-30k<!sp>深圳<!sp>经验3-5年<!sp>'运维,网络安全,信息安全'<!sp>1天前<!sp>拉勾网<!sp>'年轻活力'<!sp>'领悟能力,逻辑思维能力,主动性,团队协作能力,抗压能力'<!sp>深圳市 - 南山区 - 科技园 - 深圳南山区软件产业基地5栋C座503
雅堂控股集团信息安全部<!sp>Web安全渗透工程师（高级）<!sp>20k-35k<!sp>深圳<!sp>经验5-10年<!sp>'网络安全,安全,信息安全'<!sp>2018-01-17<!sp>拉勾网<!sp>'年终奖弹性工时员工旅游定期体检五险一金'<!sp>'设计能力,逻辑思维能力,沟通表达能力,团队协作能力'<!sp>深圳 - 南山区 - 西丽 - 南山云谷二期8栋3楼
安恒信息安全服务<!sp>渗透测试工程师（web安全方向）<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'信息安全,前端,web,渗透测试,信息安全,测试'<!sp>2018-01-16<!sp>拉勾网<!sp>'五险一金,带薪年假,节假日福利,国内外旅游'<!sp>'服务意识,设计能力,专业素质良好,责任心,熟悉法律法规'<!sp>杭州 - 滨江区 - 江南 - 通和路68号中财大厦15楼
南京烽火星空研发<!sp>Web安全渗透测试<!sp>8k-16k<!sp>南京<!sp>经验1-3年<!sp>'WEB安全,渗透测试,网络安全'<!sp>2018-01-15<!sp>拉勾网<!sp>'web渗透,web安全,sql注入'<!sp>'逻辑思维能力,常用办公软件的使用,文案能力'<!sp>南京 - 建邺区 - 沙洲 - 云龙山路88号烽火大厦A座26F
安云科技技术部<!sp>web安全\网络安全\渗透测...<!sp>6k-12k<!sp>济南<!sp>经验不限<!sp>'渗透测试,信息安全,测试'<!sp>2017-12-28<!sp>拉勾网<!sp>'极客文化,有大牛'<!sp>'领悟能力,抗压能力,领导能力,责任心,沟通表达能力,团队协作能力,专业素质良好'<!sp>济南 - 历下区 - 大学科技园 - 经十路12111号中润世纪锋三期1号楼601
平安银行总行零售<!sp>零售科技WEB安全工程师（深...<!sp>15k-30k<!sp>深圳<!sp>经验3-5年<!sp>'逆向,安全测试,网络安全,解决方案,信息安全'<!sp>3天前<!sp>拉勾网<!sp>'五险一金,免费三餐,过节费'<!sp>'设计能力,逻辑思维能力,服务意识'<!sp>深圳 - 罗湖区 - 蔡屋围 - 深南东路5047号平安银行大厦
