泛微<!sp>DBA -SQLServer<!sp>15k-25k<!sp>上海<!sp>经验3-5年<!sp>'数据库,DBA'<!sp>1天前<!sp>拉勾网<!sp>'一年两次加薪,年终奖,福利好,领导nice'<!sp>'设计能力,服务意识,专业素质良好,领悟能力'<!sp>上海 - 闵行区 - 浦江 - 上海市闵行区联航路1188号33号楼泛微软件大厦
北京瑞友欧美事业部<!sp>SQLserver开发工程师<!sp>13k-16k<!sp>北京<!sp>经验5-10年<!sp>'中级,MySQL,数据库开发,教育'<!sp>2天前<!sp>拉勾网<!sp>'平台好,技术新'<!sp>'设计能力,逻辑思维能力,文案能力'<!sp>北京 - 海淀区 - 西二旗 - 西二旗
金诚集团信息技术部<!sp>DBA（sqlserver）<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'数据库,SQL,DBA,MySQL,SQLServer'<!sp>2018-01-12<!sp>拉勾网<!sp>'年底多薪,五险一金,福利多多'<!sp>'领导能力,设计能力,专业素质良好'<!sp>杭州 - 拱墅区 - 大关 - 登云路49号金诚大厦
CLPS<!sp>DBA（sqlserver or Oracle）<!sp>10k-15k<!sp>上海<!sp>经验1-3年<!sp>'DBA,SQLServer,Oracle'<!sp>2018-01-16<!sp>拉勾网<!sp>'六险一金,技术领先,弹性工作'<!sp>''<!sp>上海 - 浦东新区 - 张江 - 张江高科技园区郭守敬路498号浦东软件园
慧碧数据技术部<!sp>应用软件工程师SQLServer<!sp>20k-30k<!sp>杭州<!sp>经验3-5年<!sp>'中级,python,SQL,DBA,MySQL,SQLServer'<!sp>2018-01-09<!sp>拉勾网<!sp>'五险一金,升值空间,绩效奖励,专业培训'<!sp>''<!sp>杭州 - 西湖区 - 三墩 - 紫金创业园B座3A03室
链家上海研发中心上海研发中心<!sp>数据库工程师(SQLServer)<!sp>12k-15k<!sp>上海<!sp>经验1-3年<!sp>'数据库,数据'<!sp>3天前<!sp>拉勾网<!sp>'保护年产值40亿公司的数据库'<!sp>''<!sp>上海 - 静安区 - 上海静安区南京西路758号汇银大厦15楼
南京广真<!sp>SQLServer数据库实习生<!sp>4k-8k<!sp>南京<!sp>经验不限<!sp>'数据库,数据'<!sp>2018-01-09<!sp>拉勾网<!sp>'nice的老板,超好的小伙伴,自由的氛围。'<!sp>''<!sp>南京 - 秦淮区 - 集庆路 - 南京国家领军人才创业园
顺网科技顺网科技<!sp>数据库开发工程师（MySQL/S...<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'运维,SQL,信息安全,数据库开发'<!sp>2018-01-19<!sp>拉勾网<!sp>'上市公司,发展前景大'<!sp>'逻辑思维能力,设计能力,执行能力,文案能力,领悟能力,沟通表达能力,学习能力,团队协作能力'<!sp>杭州 - 西湖区 - 文一西路857号杭州智慧产业创业园A座
慧碧数据技术部<!sp>数据库开发工程师SQLServer<!sp>15k-25k<!sp>杭州<!sp>经验1-3年<!sp>'中级,ETL,DBA,MySQL,SQLServer,数据库开发'<!sp>2018-01-09<!sp>拉勾网<!sp>'五险一金,升职空间,绩效奖励,专业培训'<!sp>''<!sp>杭州 - 西湖区 - 三墩 - 紫金创业园B座3A03室
